gonderen_depo;alan_magaza;urun;baslangic_depo_stok;ihtiyac_adet;karsilanan_adet;kalan_ihtiyac;depo_sevk_toplam;depo_kalan_nihai
STOK_YOK;1301;101509326PEMBE33;0.000000;1;0;1;0;0.000000
STOK_YOK;2101;101509326PEMBE33;0.000000;1;0;1;0;0.000000
STOK_YOK;2801;101666620BEYAZ38;0.000000;2;0;2;0;0.000000
STOK_YOK;1101;101666620BEYAZ38;0.000000;1;0;1;0;0.000000
STOK_YOK;2301;101686337HAKI35;0.000000;2;0;2;0;0.000000
STOK_YOK;1101;101686337HAKI35;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;1018924PLAYGROUND BLACK30;0.000000;1;0;1;0;0.000000
900101;1101;1018924PLAYGROUND BLACK32;1.000000;1;1;0;1;0.000000
STOK_YOK;1101;1019051NAVY42;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;1019094KHAKI41;0.000000;2;0;2;0;0.000000
STOK_YOK;2001;1019094KHAKI41;0.000000;2;0;2;0;0.000000
STOK_YOK;301;1019094KHAKI41;0.000000;2;0;2;0;0.000000
STOK_YOK;1101;1019094KHAKI43;0.000000;1;0;1;0;0.000000
STOK_YOK;2601;1019094KHAKI43;0.000000;1;0;1;0;0.000000
STOK_YOK;301;1019094KHAKI43;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;1019094KHAKI44;0.000000;2;0;2;0;0.000000
STOK_YOK;2101;1019094KHAKI44;0.000000;2;0;2;0;0.000000
STOK_YOK;1101;101931626EKRUM;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;101931626EKRUXL;0.000000;1;0;1;0;0.000000
STOK_YOK;2001;101931626EKRUXL;0.000000;1;0;1;0;0.000000
STOK_YOK;2101;101931626EKRUXL;0.000000;1;0;1;0;0.000000
STOK_YOK;301;101931626EKRUXL;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;101931630A PEMBES;0.000000;1;0;1;0;0.000000
STOK_YOK;1601;101931630A PEMBES;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;101931630A PEMBEXL;0.000000;1;0;1;0;0.000000
STOK_YOK;2001;101931630A PEMBEXL;0.000000;1;0;1;0;0.000000
STOK_YOK;2101;101931630A PEMBEXL;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;101931630A PEMBEXS;0.000000;1;0;1;0;0.000000
STOK_YOK;1601;101931630A PEMBEXS;0.000000;1;0;1;0;0.000000
STOK_YOK;2001;101931630A PEMBEXS;0.000000;1;0;1;0;0.000000
STOK_YOK;2101;101931630A PEMBEXS;0.000000;1;0;1;0;0.000000
STOK_YOK;2401;101931630A PEMBEXS;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;101931632PASTEL PEMBEM;0.000000;1;0;1;0;0.000000
STOK_YOK;1301;101931632PASTEL PEMBEM;0.000000;1;0;1;0;0.000000
STOK_YOK;1801;101931632PASTEL PEMBEM;0.000000;1;0;1;0;0.000000
STOK_YOK;2001;101931632PASTEL PEMBEM;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;101931708SIYAHXL;0.000000;1;0;1;0;0.000000
STOK_YOK;1401;101931708SIYAHXL;0.000000;1;0;1;0;0.000000
STOK_YOK;1801;101931708SIYAHXL;0.000000;1;0;1;0;0.000000
STOK_YOK;1901;101931708SIYAHXL;0.000000;1;0;1;0;0.000000
STOK_YOK;2001;101931708SIYAHXL;0.000000;1;0;1;0;0.000000
STOK_YOK;2601;101931708SIYAHXL;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;101931783SIYAHL;0.000000;1;0;1;0;0.000000
900101;2101;101931783SIYAHM;9.000000;2;2;0;5;4.000000
900101;1101;101931783SIYAHM;9.000000;1;1;0;5;4.000000
900101;1301;101931783SIYAHM;9.000000;1;1;0;5;4.000000
900101;1601;101931783SIYAHM;9.000000;1;1;0;5;4.000000
